(41996,one-off)
(12527,daily,5day (s))
(26924,one-off)
(13224,one-off)
(18259,yearly,8 year (s))
(3828,monthly,7 year (s))
(51291,daily,0 month (s))
(39414,monthly,1 year (s))
(34193,daily,0 month (s))
(5450,daily,1 month (s))
(22632,yearly,6 year (s))
(14243,monthly,9 month (s))
(19309,daily,1 month (s))
(17886,one-off)
(29520,yearly,27 year (s))
(47415,one-off)
(6113,yearly,13 year (s))
(41657,monthly,6 year (s))
(31939,monthly,1 year (s))
(15984,one-off)
(41230,yearly,24 year (s))
(45860,one-off)
(29940,monthly,1 year (s))
(31711,one-off)
(50089,monthly,0 year (s))
(12214,monthly,5 year (s))
(32450,monthly,4 year (s))
(14860,one-off)
(23558,one-off)
(40648,daily,1 month (s))
(30428,monthly,1 year (s))
(30727,yearly,5 year (s))
(7572,yearly,7 year (s))
(32298,monthly,7 year (s))
(22419,yearly,35 year (s))
(3547,monthly,6 year (s))
(12412,yearly,6 year (s))
(37618,yearly,23 year (s))
(39522,daily,1 month (s))
(10306,daily,5day (s))
(34857,yearly,1 year (s))
(18280,one-off)
(18362,daily,19day (s))
(55504,one-off)
(10835,monthly,1 year (s))
(36897,monthly,2 year (s))
(40120,monthly,5 month (s))
(41730,monthly,3 year (s))
(47432,yearly,21 year (s))
(10606,monthly,2 year (s))
(29360,monthly,6 year (s))
(23095,yearly,17 year (s))
(28278,monthly,3 year (s))
(35054,monthly,4 year (s))
(39652,yearly,5 year (s))
(28590,yearly,27 year (s))
(20975,daily,3day (s))
(17639,yearly,18 year (s))
(36269,yearly,44 year (s))
(41826,yearly,14 year (s))
(33433,one-off)
(5861,daily,1 month (s))
(3676,yearly,8 year (s))
(37006,yearly,25 year (s))
(53951,one-off)
(29693,daily,1 month (s))
(26019,one-off)
(38764,monthly,5 year (s))
(37940,yearly,22 year (s))
(36093,one-off)
(30426,daily,13day (s))
(29011,daily,1 month (s))
(50855,yearly,17 year (s))
(34536,yearly,3 year (s))
(25160,monthly,5 year (s))
(18237,one-off)
(31405,monthly,5 year (s))
(36790,yearly,15 year (s))
(46156,daily,10day (s))
(54029,monthly,5 year (s))
(26191,daily,1 month (s))
(11501,yearly,1 year (s))
(52026,one-off)
(19867,yearly,8 year (s))
(28402,monthly,1 year (s))
(3859,yearly,27 year (s))
(10888,yearly,4 year (s))
(12766,monthly,7 year (s))
(13112,yearly,4 year (s))
(28870,daily,13day (s))
(25916,yearly,12 year (s))
(31436,yearly,12 year (s))
(44099,daily,10day (s))
(48730,monthly,7 year (s))
(15679,yearly,3 year (s))
(11414,one-off)
(54190,daily,1 month (s))
(41934,yearly,19 year (s))
(34806,yearly,7 year (s))
(4571,monthly,7 year (s))
(3449,yearly,12 year (s))
(43950,monthly,2 year (s))
(30608,monthly,7 year (s))
(24724,one-off)
(26933,yearly,18 year (s))
(53413,one-off)
(12921,one-off)
(33492,daily,26day (s))
(43926,monthly,3 year (s))
(26001,monthly,6 year (s))
(9156,one-off)
(51347,daily,10day (s))
(3713,monthly,1 year (s))
(16853,monthly,5 month (s))
(40722,yearly,7 year (s))
(39320,monthly,7 year (s))
(19440,monthly,6 year (s))
(42029,monthly,7 year (s))
(23870,daily,1 month (s))
(4472,yearly,3 year (s))
(4309,monthly,6 year (s))
(52205,daily,8day (s))
(48547,monthly,6 year (s))
(39490,yearly,22 year (s))
(57409,one-off)
(30032,yearly,31 year (s))
(12143,one-off)
(27073,one-off)
(50551,yearly,4 year (s))
(12804,one-off)
(57516,yearly,2 year (s))
(5369,yearly,33 year (s))
(18808,monthly,7 year (s))
(28392,yearly,42 year (s))
(9877,monthly,4 year (s))
(55655,monthly,6 year (s))
(17924,daily,6day (s))
(22398,one-off)
(11043,daily,4day (s))
(37800,one-off)
(45169,monthly,2 year (s))
(41667,yearly,29 year (s))
(36850,monthly,5 month (s))
(27768,yearly,15 year (s))
(57826,yearly,2 year (s))
(23621,monthly,9 month (s))
(17019,daily,4day (s))
(49483,one-off)
(48066,one-off)
(57578,one-off)
(56545,one-off)
(40754,yearly,27 year (s))
(36447,daily,1 month (s))
(27802,daily,1 month (s))
(26950,yearly,13 year (s))
(28417,daily,22day (s))
(20734,yearly,11 year (s))
(20009,monthly,0 year (s))
(16213,yearly,25 year (s))
(13121,yearly,14 year (s))
(11412,monthly,2 year (s))
(22097,daily,1 month (s))
(42680,one-off)
(47146,daily,14day (s))
(35554,daily,1 month (s))
(39262,monthly,3 year (s))
(14975,daily,9day (s))
(29593,monthly,7 year (s))
(52251,one-off)
(4308,yearly,5 year (s))
(24030,daily,23day (s))
(14183,yearly,6 year (s))
(27331,daily,19day (s))
(39418,daily,1 month (s))
(7040,monthly,3 year (s))
(50791,monthly,1 year (s))
(18203,yearly,12 year (s))
(7586,yearly,36 year (s))
(12971,yearly,18 year (s))
(34810,yearly,6 year (s))
(35496,yearly,31 year (s))
(5427,yearly,15 year (s))
(52600,yearly,22 year (s))
(16621,daily,3day (s))
(23972,yearly,8 year (s))
(12289,yearly,10 year (s))
(58149,yearly,15 year (s))
(41694,yearly,4 year (s))
(30986,monthly,4 year (s))
(55272,yearly,8 year (s))
(22846,yearly,6 year (s))
(45196,one-off)
(5913,one-off)
(29413,yearly,12 year (s))
(35243,yearly,13 year (s))
(22643,one-off)
(50910,yearly,11 year (s))
(31172,one-off)
(45152,yearly,10 year (s))
(25256,monthly,4 year (s))
(35168,daily,1 month (s))
(26935,monthly,5 year (s))
(39965,yearly,18 year (s))
(51047,daily,25day (s))
(8865,yearly,10 year (s))
(19647,one-off)
(54788,monthly,8 month (s))
(28447,monthly,7 month (s))
(48985,yearly,21 year (s))
(9514,yearly,23 year (s))
(47182,monthly,2 year (s))
(40234,yearly,24 year (s))
(47495,monthly,2 year (s))
(57115,monthly,1 year (s))
(35981,daily,1 month (s))
(9992,yearly,24 year (s))
(17165,yearly,27 year (s))
(11266,monthly,5 year (s))
(31544,monthly,6 year (s))
(40311,daily,13day (s))
(8506,daily,1 month (s))
(48432,one-off)
(52892,monthly,6 year (s))
(17204,one-off)
(15482,yearly,17 year (s))
(17951,daily,19day (s))
(5489,monthly,6 year (s))
(54044,yearly,16 year (s))
(8951,one-off)
(3594,daily,1 month (s))
(42766,one-off)
(7292,yearly,34 year (s))
(22340,monthly,9 month (s))
(32338,yearly,24 year (s))
(53704,yearly,5 year (s))
(15141,monthly,0 year (s))
(51544,one-off)
(23310,yearly,7 year (s))
(37877,daily,21day (s))
(52542,one-off)
(36822,yearly,18 year (s))
(52071,yearly,30 year (s))
(22864,yearly,36 year (s))
(14312,monthly,3 year (s))
(6027,yearly,3 year (s))
(47702,one-off)
(14627,one-off)
(12219,yearly,26 year (s))
(22354,one-off)
(30508,yearly,35 year (s))
(50529,one-off)
(33501,yearly,27 year (s))
(36466,monthly,1 year (s))
(39993,monthly,7 year (s))
(15462,yearly,4 year (s))
(9001,yearly,24 year (s))
(15109,one-off)
(20399,one-off)
(40398,monthly,6 year (s))
(49427,monthly,6 year (s))
(43046,daily,1 month (s))
(15133,yearly,21 year (s))
(39957,daily,17day (s))
(18235,one-off)
(39558,monthly,1 year (s))
(5514,monthly,8 month (s))
(32126,one-off)
(50982,one-off)
(8490,monthly,3 year (s))
(45270,yearly,27 year (s))
(4819,yearly,4 year (s))
(21409,monthly,4 year (s))
(24620,daily,9day (s))
(28171,yearly,22 year (s))
(49604,yearly,6 year (s))
(4870,one-off)
(13213,monthly,1 year (s))
(20784,daily,1 month (s))
(52209,yearly,15 year (s))
(15366,yearly,28 year (s))
(44843,one-off)
(27424,yearly,3 year (s))
(43756,monthly,5 year (s))
(53973,monthly,5 year (s))
(50380,yearly,34 year (s))
(10725,yearly,7 year (s))
(19349,yearly,43 year (s))
(36165,monthly,5 year (s))
(57505,daily,5day (s))
(50720,monthly,9 month (s))
(21912,monthly,5 year (s))
(42991,yearly,5 year (s))
(22212,yearly,10 year (s))
(45064,daily,1 month (s))
(38653,monthly,3 year (s))
(44270,yearly,28 year (s))
(33002,daily,1 month (s))
(18389,monthly,6 year (s))
(35960,daily,1 month (s))
(23762,yearly,4 year (s))
(29851,monthly,4 year (s))
(11878,one-off)
(31763,yearly,41 year (s))
(44751,yearly,5 year (s))
(10843,monthly,2 year (s))
(32987,one-off)
(5214,monthly,5 year (s))
(7627,yearly,21 year (s))
(36737,yearly,23 year (s))
(50495,yearly,15 year (s))
(12444,yearly,14 year (s))
(14980,monthly,4 year (s))
(54863,yearly,21 year (s))
(54771,one-off)
(16385,one-off)
(11073,daily,1 month (s))
(30461,yearly,3 year (s))
(9987,monthly,7 month (s))
(40450,yearly,14 year (s))
(56099,yearly,4 year (s))
(5701,one-off)
(6968,daily,4day (s))
(12800,daily,1 month (s))
(56344,yearly,8 year (s))
(57546,yearly,22 year (s))
(32807,yearly,7 year (s))
(41189,one-off)
(53812,monthly,5 year (s))
(35343,monthly,1 year (s))
(57431,monthly,2 year (s))
(45324,yearly,11 year (s))
(35391,one-off)
(48070,one-off)
(55067,daily,1 month (s))
(12371,monthly,1 year (s))
(40816,yearly,29 year (s))
(47683,monthly,6 year (s))
(13634,monthly,3 year (s))
(3485,yearly,13 year (s))
(42349,monthly,8 month (s))
(56121,yearly,7 year (s))
(19969,yearly,23 year (s))
(24046,yearly,36 year (s))
(35333,yearly,26 year (s))
(12348,daily,1 month (s))
(50805,yearly,2 year (s))
(46488,one-off)
(43668,one-off)
(33957,yearly,29 year (s))
(35306,daily,0 month (s))
(45804,daily,8day (s))
(28393,yearly,18 year (s))
(19013,daily,6day (s))
(55922,monthly,1 year (s))
(23685,daily,0 month (s))
(9909,monthly,7 year (s))
(39703,daily,9day (s))
(45317,yearly,14 year (s))
(35173,daily,9day (s))
(9685,yearly,30 year (s))
(41804,daily,1 month (s))
(12404,monthly,1 year (s))
(6451,yearly,5 year (s))
(17846,monthly,6 year (s))
(36547,one-off)
(8924,one-off)
(14268,daily,4day (s))
(5888,daily,1 month (s))
(31315,daily,11day (s))
(11916,daily,0 month (s))
(10397,monthly,1 year (s))
(50795,daily,7day (s))
(39890,monthly,1 year (s))
(26072,daily,1 month (s))
(25557,daily,24day (s))
(57884,daily,1 month (s))
(15431,yearly,5 year (s))
(20416,daily,1 month (s))
(20099,daily,0 month (s))
(54490,daily,10day (s))
(24497,one-off)
(8699,one-off)
(16509,yearly,7 year (s))
(30047,daily,3day (s))
(34818,yearly,3 year (s))
(27551,yearly,3 year (s))
(40151,monthly,1 year (s))
(31546,one-off)
(11675,one-off)
(36931,daily,18day (s))
(32157,daily,1 month (s))
(57194,yearly,4 year (s))
(6328,yearly,20 year (s))
(39970,monthly,4 year (s))
(56391,monthly,2 year (s))
(20609,daily,15day (s))
(31431,monthly,2 year (s))
(40340,yearly,11 year (s))
(35371,daily,5day (s))
(32563,daily,1 month (s))
(31150,monthly,7 year (s))
(40863,yearly,5 year (s))
(24813,yearly,14 year (s))
(41818,monthly,6 year (s))
(20086,one-off)
(51463,yearly,22 year (s))
(57672,yearly,24 year (s))
(50807,one-off)
(54287,yearly,8 year (s))
(49314,one-off)
(51540,one-off)
(37625,monthly,7 year (s))
(30604,one-off)
(32339,monthly,4 year (s))
(11479,one-off)
(18774,monthly,1 year (s))
(44280,monthly,1 year (s))
(22223,monthly,4 year (s))
(57484,yearly,18 year (s))
(51883,monthly,2 year (s))
(24025,monthly,6 year (s))
(37265,monthly,1 year (s))
(42695,daily,21day (s))
(47217,monthly,3 year (s))
(21993,daily,1 month (s))
(45595,daily,1 month (s))
(46118,one-off)
(27775,yearly,30 year (s))
(41364,monthly,8 month (s))
(9614,one-off)
(12599,yearly,29 year (s))
(24490,monthly,5 year (s))
(37604,yearly,4 year (s))
(20022,monthly,2 year (s))
(26207,daily,1 month (s))
(31458,daily,1 month (s))
(51843,yearly,4 year (s))
(42235,daily,1 month (s))
(22193,yearly,5 year (s))
(40862,daily,1 month (s))
(55525,daily,1 month (s))
(35188,yearly,26 year (s))
(56243,monthly,7 year (s))
(36485,daily,14day (s))
(36568,yearly,3 year (s))
(46462,monthly,2 year (s))
(49704,monthly,5 year (s))
(34804,one-off)
(12045,yearly,21 year (s))
(32929,daily,19day (s))
(56151,daily,1 month (s))
(11285,yearly,30 year (s))
(53113,daily,23day (s))
(15410,daily,1 month (s))
(36505,monthly,6 year (s))
(32689,monthly,4 year (s))
(31615,daily,1 month (s))
(39265,one-off)
(56322,one-off)
(4482,yearly,41 year (s))
(47866,monthly,1 year (s))
(46972,monthly,5 year (s))
(34400,daily,7day (s))
(17239,one-off)
(5551,daily,1 month (s))
(52534,monthly,7 year (s))
(23881,monthly,1 year (s))
(10302,one-off)
(56732,daily,25day (s))
(36969,monthly,6 year (s))
(57679,yearly,25 year (s))
(37038,daily,1 month (s))
(14723,daily,6day (s))
(42298,yearly,7 year (s))
(20138,one-off)
(18241,yearly,11 year (s))
(32072,yearly,27 year (s))
(53393,monthly,3 month (s))
(20685,monthly,3 month (s))
(39978,monthly,6 year (s))
(45351,yearly,17 year (s))
(26295,one-off)
(32763,daily,1 month (s))
(8764,yearly,27 year (s))
(40266,monthly,5 year (s))
(56157,monthly,7 year (s))
(8036,daily,0 month (s))
(52654,monthly,6 year (s))
(40757,yearly,20 year (s))
(45022,yearly,37 year (s))
(11973,monthly,6 year (s))
(54356,yearly,21 year (s))
(11439,daily,21day (s))
(41416,one-off)
(21622,monthly,9 month (s))
(20126,yearly,17 year (s))
(51894,daily,1 month (s))
(15534,monthly,5 year (s))
(9738,yearly,1 year (s))
(20623,daily,0 month (s))
(28420,yearly,18 year (s))
(4843,daily,0 month (s))
(49544,one-off)
(16118,yearly,9 year (s))
(14832,daily,14day (s))
(49668,daily,16day (s))
(10615,yearly,6 year (s))
(35068,daily,1 month (s))
(29422,one-off)
(46036,yearly,10 year (s))
(7673,monthly,6 year (s))
(11351,yearly,42 year (s))
(11544,one-off)
(26149,monthly,4 year (s))
(49475,daily,0 month (s))
(45753,monthly,5 year (s))
(46992,yearly,13 year (s))
(38386,one-off)
(26151,yearly,17 year (s))
(8529,one-off)
(13345,yearly,1 year (s))
(27379,yearly,14 year (s))
(8375,yearly,1 year (s))
(39456,yearly,7 year (s))
(24498,monthly,4 year (s))
(34030,daily,1 month (s))
(23032,yearly,5 year (s))
(50368,yearly,4 month (s))
(6374,one-off)
(29570,yearly,16 year (s))
(5251,monthly,2 year (s))
(27963,yearly,22 year (s))
(26856,yearly,28 year (s))
(16874,one-off)
(14857,monthly,4 month (s))
(44547,yearly,7 year (s))
(11601,daily,1 month (s))
(31169,daily,1 month (s))
(15983,yearly,12 year (s))
(50426,one-off)
(16033,monthly,7 year (s))
(38956,yearly,5 year (s))
(45445,monthly,8 month (s))
(19316,monthly,1 year (s))
(23065,daily,1 month (s))
(27187,yearly,26 year (s))
(42897,yearly,9 month (s))
(49873,one-off)
(34149,yearly,7 year (s))
(12046,one-off)
(27941,daily,1 month (s))
(10790,yearly,13 year (s))
(14945,one-off)
(16406,yearly,14 year (s))
(41466,yearly,16 year (s))
(22720,yearly,26 year (s))
(53770,yearly,17 year (s))
(17555,monthly,2 year (s))
(56493,daily,0 month (s))
(58038,monthly,4 year (s))
(29471,monthly,6 year (s))
(19262,one-off)
(7489,monthly,5 year (s))
(20292,daily,10day (s))
(40876,monthly,8 month (s))
(7491,monthly,3 year (s))
(27111,one-off)
(21085,monthly,2 year (s))
(23549,one-off)
(24222,daily,1 month (s))
(57656,yearly,23 year (s))
(11745,daily,17day (s))
(27519,monthly,7 year (s))
(11522,yearly,3 year (s))
(15215,yearly,19 year (s))
(17367,yearly,22 year (s))
(21632,yearly,6 year (s))
(21833,yearly,41 year (s))
(29340,yearly,32 year (s))
(23205,monthly,5 year (s))
(33749,yearly,4 year (s))
(26137,monthly,5 year (s))
(6960,yearly,15 year (s))
(18760,monthly,2 year (s))
(41030,monthly,4 year (s))
(29181,daily,16day (s))
(44877,yearly,7 year (s))
(14388,yearly,1 year (s))
(50984,daily,1 month (s))
(17284,yearly,16 year (s))
(42272,yearly,6 year (s))
(36441,one-off)
(7113,yearly,6 year (s))
(28428,one-off)
(11576,one-off)
(29347,monthly,6 year (s))
(32244,yearly,19 year (s))
(57604,monthly,5 year (s))
(37540,yearly,8 year (s))
(44691,monthly,6 year (s))
(10648,one-off)
(46693,one-off)
(49893,one-off)
(20926,one-off)
(50081,yearly,4 year (s))
(27392,yearly,33 year (s))
(37651,yearly,22 year (s))
(11948,monthly,9 month (s))
(9786,one-off)
(32557,yearly,32 year (s))
(49433,monthly,5 year (s))
(13116,daily,10day (s))
(29962,yearly,7 year (s))
(34685,monthly,2 year (s))
(9263,daily,1 month (s))
(23879,yearly,4 year (s))
(18341,monthly,7 year (s))
(18697,monthly,6 year (s))
(41831,yearly,4 year (s))
(51466,one-off)
(57173,yearly,28 year (s))
(40961,one-off)
(50424,one-off)
(8334,daily,24day (s))
(33251,yearly,0 year (s))
(23794,monthly,6 year (s))
(37765,yearly,30 year (s))
(28161,monthly,1 year (s))
(49004,monthly,3 year (s))
(49974,yearly,6 year (s))
(43738,one-off)
(16643,monthly,3 month (s))
(9679,yearly,21 year (s))
(8933,daily,19day (s))
(23401,yearly,13 year (s))
(15552,one-off)
(35781,monthly,5 year (s))
(56372,monthly,5 year (s))
(20212,monthly,6 year (s))
(14590,one-off)
(55549,yearly,9 year (s))
(46332,daily,26day (s))
(15453,daily,0 month (s))
(52721,yearly,30 year (s))
(24496,yearly,9 month (s))
(36416,monthly,3 month (s))
(6415,yearly,4 year (s))
(57077,monthly,4 year (s))
(47766,yearly,30 year (s))
(12757,one-off)
(40684,monthly,6 month (s))
(38238,one-off)
(37621,daily,1 month (s))
(54573,daily,21day (s))
(35924,monthly,6 year (s))
(17007,yearly,4 year (s))
(56644,yearly,26 year (s))
(9003,monthly,4 year (s))
(13140,one-off)
(30650,one-off)
(31229,daily,4day (s))
(41528,daily,1 month (s))
(8494,daily,1 month (s))
(30559,yearly,3 year (s))
(49572,daily,9day (s))
(15787,one-off)
(30025,yearly,13 year (s))
(16799,daily,15day (s))
(18658,yearly,12 year (s))
(17353,yearly,7 year (s))
(37463,yearly,26 year (s))
(55996,daily,1 month (s))
(21573,monthly,2 year (s))
(7021,daily,21day (s))
(22870,yearly,3 year (s))
(57618,yearly,32 year (s))
(28193,monthly,4 year (s))
(55092,monthly,1 year (s))
(32102,yearly,24 year (s))
(21592,monthly,9 month (s))
(15406,monthly,4 year (s))
(58218,monthly,1 year (s))
(22399,yearly,2 year (s))
(45568,one-off)
(41168,monthly,4 year (s))
(39902,monthly,1 year (s))
(54002,one-off)
(53920,daily,1 month (s))
(6287,one-off)
(40569,one-off)
(39543,one-off)
(4915,monthly,4 year (s))
(47037,one-off)
(24210,monthly,2 year (s))
(11641,daily,1 month (s))
(18447,monthly,4 year (s))
(30607,monthly,7 year (s))
(41021,yearly,5 year (s))
(29173,monthly,3 year (s))
(24173,monthly,5 year (s))
(27459,daily,1 month (s))
(23272,one-off)
(24940,yearly,31 year (s))
(5125,one-off)
(50753,one-off)
(38576,monthly,1 year (s))
(56586,yearly,19 year (s))
(4878,monthly,5 year (s))
(37564,yearly,2 year (s))
(43029,monthly,5 year (s))
(16087,monthly,3 year (s))
(48776,monthly,6 year (s))
(52793,yearly,5 year (s))
(20065,one-off)
(9773,one-off)
(5643,daily,1 month (s))
(33314,daily,26day (s))
(49823,monthly,6 year (s))
(40041,monthly,3 year (s))
(27574,daily,1 month (s))
(44448,monthly,7 month (s))
(29883,yearly,17 year (s))
(23189,monthly,4 year (s))
(13107,monthly,4 year (s))
(36358,monthly,4 year (s))
(13802,monthly,2 year (s))
(4162,monthly,6 year (s))
(28750,one-off)
(21323,monthly,3 month (s))
(23081,one-off)
(47151,daily,1 month (s))
(11927,monthly,4 year (s))
(31887,one-off)
(51242,daily,1 month (s))
(43967,yearly,15 year (s))
(19167,yearly,16 year (s))
(30033,yearly,7 year (s))
(39291,daily,0 month (s))
(46594,daily,20day (s))
(20957,yearly,7 year (s))
(14026,daily,12day (s))
(45095,daily,16day (s))
(57149,yearly,38 year (s))
(19063,monthly,3 year (s))
(51324,monthly,6 year (s))
(58228,one-off)
(28677,monthly,0 year (s))
(44116,daily,1 month (s))
(54168,yearly,37 year (s))
(8927,yearly,6 year (s))
(47790,monthly,4 year (s))
(49055,yearly,9 year (s))
(10344,one-off)
(34896,yearly,26 year (s))
(20012,monthly,1 year (s))
(49637,yearly,21 year (s))
(20801,monthly,2 year (s))
(43142,monthly,6 year (s))
(7207,yearly,20 year (s))
(23654,one-off)
(44801,daily,22day (s))
(40922,monthly,1 year (s))
(19043,one-off)
(12823,yearly,24 year (s))
(8369,daily,13day (s))
(30611,yearly,8 year (s))
(57152,yearly,4 year (s))
(50930,yearly,5 year (s))
(54051,yearly,4 year (s))
(48513,monthly,5 year (s))
(28810,monthly,5 year (s))
(21844,yearly,7 year (s))
(44661,one-off)
(36396,daily,0 month (s))
(56509,one-off)
(32203,yearly,6 year (s))
(33616,daily,1 month (s))
(4758,monthly,3 month (s))
(50413,monthly,3 year (s))
(3730,yearly,1 year (s))
(54893,yearly,18 year (s))
(27334,monthly,4 year (s))
(28457,monthly,1 year (s))
(21265,daily,25day (s))
(6763,yearly,10 year (s))
(12964,daily,1 month (s))
(50318,yearly,7 year (s))
(28672,yearly,17 year (s))
(56584,monthly,2 year (s))
(32223,monthly,3 year (s))
(53426,one-off)
(16804,yearly,21 year (s))
(11482,monthly,7 year (s))
(5375,yearly,26 year (s))
(17530,one-off)
(47720,one-off)
(6490,daily,1 month (s))
(40203,monthly,6 year (s))
(37400,monthly,3 year (s))
(52147,one-off)
(48989,yearly,26 year (s))
(41849,daily,13day (s))
(57698,daily,18day (s))
(46210,yearly,23 year (s))
(13237,monthly,5 year (s))
(4286,daily,1 month (s))
(19211,daily,13day (s))
(19332,yearly,1 year (s))
(38210,monthly,9 month (s))
(55326,monthly,4 year (s))
(58023,one-off)
(48227,one-off)
(11063,daily,5day (s))
(18410,daily,10day (s))
(36965,yearly,30 year (s))
(6750,yearly,4 year (s))
(39830,yearly,11 year (s))
(3428,monthly,4 month (s))
(15290,one-off)
(47525,one-off)
